ble_conns,trial,n_captured,ster,accuracy,delta_mean,delta_p99
2,1,1337,0.0,1.0,0.0,0.0
2,2,1912,0.0,1.0,0.0,0.0
2,3,1336,0.0,1.0,0.0,0.0
2,4,1348,0.0,1.0,0.0,0.0
2,5,1405,0.0,1.0,0.0,0.0
2,6,1400,0.0,1.0,0.0,0.0
2,7,1439,0.0,1.0,0.0,0.0
2,8,1351,0.0,1.0,0.0,0.0
2,9,1394,0.0,1.0,0.0,0.0
2,10,1386,0.0,1.0,0.0,0.0
