ble_conns,trial,n_captured,ster,accuracy,delta_mean,delta_p99
4,1,1366,0.0,1.0,0.0,0.0
4,2,1345,0.0,1.0,0.0,0.0
4,3,1346,0.0,1.0,0.0,0.0
4,4,1341,0.0,1.0,0.0,0.0
4,5,1348,0.0,1.0,0.0,0.0
4,6,1394,0.0,1.0,0.0,0.0
4,7,1376,0.0,1.0,0.0,0.0
4,8,1380,0.0,1.0,0.0,0.0
4,9,1341,0.0,1.0,0.0,0.0
4,10,1386,0.0,1.0,0.0,0.0
