infer,1210,905,0.320312
infer,1211,905,0.320312
infer,1212,905,0.320312
infer,1213,905,0.320312
infer,1214,905,0.320312
infer,1215,905,0.320312
infer,1216,905,0.320312
infer,1217,905,0.320312
infer,1218,905,0.320312
infer,1219,905,0.320312
infer,1220,905,0.320312
infer,1221,905,0.320312
infer,1222,905,0.320312
infer,1223,905,0.320312
infer,1224,905,0.320312
infer,1225,905,0.320312
infer,1226,905,0.320312
infer,1227,905,0.320312
infer,1228,905,0.320312
infer,1229,905,0.320312
infer,1230,905,0.320312
infer,1231,905,0.320312
infer,1232,905,0.320312
infer,1233,905,0.320312
infer,1234,905,0.320312
infer,1235,905,0.320312
infer,1236,905,0.320312
infer,1237,905,0.320312
infer,1238,905,0.320312
infer,1239,905,0.320312
infer,1240,905,0.320312
infer,1241,905,0.320312
infer,1242,905,0.320312
infer,1243,905,0.320312
infer,1244,905,0.320312
infer,1245,905,0.320312
infer,1246,905,0.320312
infer,1247,905,0.320312
infer,1248,905,0.320312
infer,1249,905,0.320312
infer,1250,905,0.320312
infer,1251,905,0.320312
infer,1252,905,0.320312
infer,1253,905,0.320312
infer,1254,905,0.320312
infer,1255,905,0.320312
infer,1256,905,0.320312
infer,1257,905,0.320312
infer,1258,905,0.320312
infer,1259,905,0.320312
infer,1260,905,0.320312
infer,1261,905,0.320312
infer,1262,905,0.320312
infer,1263,905,0.320312
infer,1264,905,0.320312
infer,1265,905,0.320312
infer,1266,905,0.320312
infer,1267,905,0.320312
infer,1268,905,0.320312
infer,1269,905,0.320312
infer,1270,905,0.320312
infer,1271,905,0.320312
infer,1272,905,0.320312
infer,1273,905,0.320312
infer,1274,905,0.320312
infer,1275,905,0.320312
infer,1276,905,0.320312
infer,1277,905,0.320312
infer,1278,905,0.320312
infer,1279,905,0.320312
infer,1280,905,0.320312
infer,1281,905,0.320312
infer,1282,905,0.320312
infer,1283,905,0.320312
infer,1284,905,0.320312
infer,1285,905,0.320312
infer,1286,905,0.320312
infer,1287,905,0.320312
infer,1288,905,0.320312
infer,1289,905,0.320312
infer,1290,905,0.320312
infer,1291,905,0.320312
infer,1292,905,0.320312
infer,1293,905,0.320312
infer,1294,905,0.320312
infer,1295,905,0.320312
infer,1296,905,0.320312
infer,1297,905,0.320312
infer,1298,905,0.320312
infer,1299,905,0.320312
infer,1300,905,0.320312
infer,1301,905,0.320312
infer,1302,905,0.320312
infer,1303,905,0.320312
infer,1304,905,0.320312
infer,1305,905,0.320312
infer,1306,905,0.320312
infer,1307,905,0.320312
infer,1308,905,0.320312
infer,1309,905,0.320312
infer,1310,905,0.320312
infer,1311,905,0.320312
infer,1312,905,0.320312
infer,1313,905,0.320312
infer,1314,905,0.320312
infer,1315,905,0.320312
infer,1316,905,0.320312
infer,1317,905,0.320312
infer,1318,905,0.320312
infer,1319,905,0.320312
infer,1320,905,0.320312
infer,1321,905,0.320312
infer,1322,905,0.320312
infer,1323,905,0.320312
infer,1324,905,0.320312
infer,1325,905,0.320312
infer,1326,905,0.320312
infer,1327,905,0.320312
infer,1328,905,0.320312
infer,1329,905,0.320312
infer,1330,905,0.320312
infer,1331,905,0.320312
infer,1332,905,0.320312
infer,1333,905,0.320312
infer,1334,905,0.320312
infer,1335,905,0.320312
infer,1336,905,0.320312
infer,1337,905,0.320312
infer,1338,905,0.320312
infer,1339,905,0.320312
infer,1340,905,0.320312
infer,1341,905,0.320312
infer,1342,905,0.320312
infer,1343,905,0.320312
infer,1344,905,0.320312
infer,1345,905,0.320312
infer,1346,905,0.320312
infer,1347,905,0.320312
infer,1348,905,0.320312
infer,1349,905,0.320312
infer,1350,905,0.320312
infer,1351,905,0.320312
infer,1352,905,0.320312
