ble_conns,trial,n_captured,ster,accuracy,delta_mean,delta_p99
0,1,1375,0.0,1.0,0.0,0.0
0,3,1308,0.0,1.0,0.0,0.0
0,4,1439,0.0,1.0,0.0,0.0
0,5,1419,0.0,1.0,0.0,0.0
0,6,1416,0.0,1.0,0.0,0.0
0,7,1456,0.0,1.0,0.0,0.0
0,8,1400,0.0,1.0,0.0,0.0
0,9,1402,0.0,1.0,0.0,0.0
0,10,1382,0.0,1.0,0.0,0.0
